Model year;Make;Model;Vehicle class;Transmission;Fuel type;CO2 emissions (g/km);CO2 rating;Smog rating
2022;Audi;A4 allroad 45 TFSI quattro;Station wagon: Small;AM7;Z;208;6;5
2022;Audi;A5 Cabriolet 45 TFSI quattro;Subcompact;AM7;Z;214;5;5
2022;Audi;A5 Coupe 45 TFSI quattro;Subcompact;AM7;Z;205;6;5
2022;Audi;A5 Sportback 45 TFSI quattro;Mid-size;AM7;Z;205;6;5
2022;Audi;A6 Sedan 45 TFSI quattro;Mid-size;AM7;Z;208;6;5
2022;Audi;A6 Sedan 55 TFSI quattro;Mid-size;AM7;Z;224;5;5
2022;Audi;A6 allroad 55 TFSI quattro;Station wagon: Mid-size;AM7;Z;234;5;5
2022;Audi;A7 Sportback 55 TFSI quattro;Mid-size;AM7;Z;224;5;5
2022;Audi;A8 L Sedan 55 TFSI quattro;Full-size;AS8;Z;248;5;5
2022;Audi;Q3 40 TFSI quattro;Sport utility vehicle: Small;AS8;X;215;5;7
2022;Audi;Q3 45 TFSI quattro;Sport utility vehicle: Small;AS8;X;233;5;7
2022;Audi;Q5 40 TFSI quattro;Sport utility vehicle: Small;AM7;Z;217;5;5
2022;Audi;Q5 45 TFSI quattro;Sport utility vehicle: Small;AM7;Z;220;5;5
2022;Audi;Q5 Sportback 45 TFSI quattro;Sport utility vehicle: Small;AM7;Z;220;5;5
2022;Audi;Q7 45 TFSI quattro;Sport utility vehicle: Standard;AS8;Z;252;5;3
2022;Audi;Q7 55 TFSI quattro;Sport utility vehicle: Standard;AS8;Z;273;4;5
2022;Audi;Q8 55 TFSI quattro;Sport utility vehicle: Standard;AS8;Z;273;4;5
2022;Audi;R8 Coupe Performance;Two-seater;AM7;Z;322;3;1
2022;Audi;R8 Coupe Performance quattro;Two-seater;AM7;Z;356;3;1
2022;Audi;R8 Spyder Performance;Two-seater;AM7;Z;322;3;1
2022;Audi;R8 Spyder Performance quattro;Two-seater;AM7;Z;356;3;1
2022;Audi;RS 5 Coupe quattro;Subcompact;AS8;Z;267;4;5
2022;Audi;RS 5 Sportback quattro;Mid-size;AS8;Z;268;4;5
2022;Audi;RS 6 Avant quattro;Station wagon: Mid-size;AS8;Z;319;3;3
2022;Audi;RS 7 Sportback quattro;Mid-size;AS8;Z;315;3;3
2022;Audi;RS Q8 quattro;Sport utility vehicle: Standard;AS8;Z;360;2;3
2022;Audi;S3 Sedan quattro;Subcompact;AM7;Z;206;6;5
2022;Audi;S4 Sedan quattro;Compact;AS8;Z;227;5;5
2022;Audi;S5 Cabriolet quattro;Subcompact;AS8;Z;233;5;5
2022;Audi;S5 Coupe quattro;Subcompact;AS8;Z;227;5;5
2022;Audi;S5 Sportback quattro;Mid-size;AS8;Z;227;5;5
2022;Audi;S6 Sedan quattro;Mid-size;AS8;Z;254;5;5
2022;Audi;S7 Sportback quattro;Mid-size;AS8;Z;254;5;5
2022;Audi;S8 Sedan quattro;Full-size;AS8;Z;323;3;3
2022;Audi;SQ5 quattro;Sport utility vehicle: Small;AS8;Z;262;4;5
2022;Audi;SQ5 Sportback quattro;Sport utility vehicle: Small;AS8;Z;262;4;5
2022;Audi;SQ7 quattro;Sport utility vehicle: Standard;AS8;Z;325;3;3
2022;Audi;SQ8 quattro;Sport utility vehicle: Standard;AS8;Z;325;3;3
2022;Audi;TT Coupe 45 TFSI quattro;Subcompact;AM7;X;218;5;7
2022;Audi;TT Roadster 45 TFSI quattro;Two-seater;AM7;X;218;5;7
2022;Audi;TTS Coupe quattro;Subcompact;AM7;Z;209;5;3
2022;Bentley;Bentayga;Sport utility vehicle: Standard;AS8;Z;309;3;3
2022;Bentley;Bentayga Speed;Sport utility vehicle: Standard;AS8;Z;383;2;3
2022;Bentley;Continental GT;Subcompact;AM8;Z;287;4;3
2022;Bentley;Continental GT Convertible;Minicompact;AM8;Z;294;4;3
2022;Bentley;Continental GT Speed;Subcompact;AM8;Z;379;2;3
2022;Bentley;Continental GT Convertible Speed;Minicompact;AM8;Z;395;2;3
2022;Bentley;Flying Spur;Mid-size;AM8;Z;323;3;3
2022;Bentley;Flying Spur;Mid-size;AM8;Z;373;2;3
2022;BMW;330i xDrive Sedan;Compact;AS8;Z;195;6;7
2022;BMW;430i xDrive Cabriolet;Subcompact;AS8;Z;202;6;7
2022;BMW;430i xDrive Coupe;Subcompact;AS8;Z;202;6;7
2022;BMW;530i xDrive Sedan;Mid-size;AS8;Z;206;6;7
2022;BMW;540i xDrive Sedan;Full-size;AS8;Z;219;5;5
2022;BMW;750i xDrive Sedan;Full-size;AS8;Z;279;4;3
2022;BMW;750Li xDrive Sedan;Full-size;AS8;Z;279;4;3
2022;BMW;Alpina B7;Full-size;AS8;Z;279;4;3
2022;BMW;Alpina B8 Gran Coupe;Mid-size;AS8;Z;279;4;3
2022;BMW;Alpina XB7;Sport utility vehicle: Standard;AS8;Z;321;3;3
2022;BMW;M235i xDrive Gran Coupe;Compact;AS8;Z;214;5;3
2022;BMW;M240i xDrive Coupe;Subcompact;AS8;Z;212;5;5
2022;BMW;M3 Sedan;Compact;M6;Z;293;4;5
2022;BMW;M3 Competition Sedan;Compact;AS8;Z;292;4;5
2022;BMW;M3 Competition Sedan M xDrive;Compact;AS8;Z;296;4;5
2022;BMW;M340i xDrive Sedan;Compact;AS8;Z;214;5;5
2022;BMW;M4 Competition Cabriolet M xDrive;Subcompact;AS8;Z;301;3;5
2022;BMW;M4 Coupe;Subcompact;M6;Z;293;4;5
2022;BMW;M4 Competition Coupe;Subcompact;AS8;Z;292;4;5
2022;BMW;M4 Competition Coupe M xDrive;Subcompact;AS8;Z;296;4;5
2022;BMW;M440i xDrive Cabriolet;Subcompact;AS8;Z;211;5;5
2022;BMW;M440i xDrive Coupe;Subcompact;AS8;Z;214;5;5
2022;BMW;M440i xDrive Gran Coupe;Compact;AS8;Z;224;5;5
2022;BMW;M5 Sedan;Mid-size;AS8;Z;322;3;3
2022;BMW;M5 Competition;Mid-size;AS8;Z;322;3;3
2022;BMW;M5 CS;Mid-size;AS8;Z;322;3;3
2022;BMW;M550i xDrive Sedan;Mid-size;AS8;Z;271;4;3
2022;BMW;M760i xDrive Sedan;Full-size;AS8;Z;354;3;3
2022;BMW;M8 Cabriolet;Subcompact;AS8;Z;322;3;3
2022;BMW;M8 Cabriolet Competition;Subcompact;AS8;Z;322;3;3
2022;BMW;M8 Coupe;Subcompact;AS8;Z;322;3;3
2022;BMW;M8 Coupe Competition;Subcompact;AS8;Z;322;3;3
2022;BMW;M8 Gran Coupe;Mid-size;AS8;Z;322;3;3
2022;BMW;M8 Gran Coupe Competition;Mid-size;AS8;Z;322;3;3
2022;BMW;M850i xDrive Cabriolet;Subcompact;AS8;Z;279;4;3
2022;BMW;M850i xDrive Coupe;Subcompact;AS8;Z;271;4;3
2022;BMW;M850i xDrive Gran Coupe;Mid-size;AS8;Z;279;4;3
2022;BMW;X1 xDrive28i;Sport utility vehicle: Small;AS8;Z;213;5;7
2022;BMW;X2 xDrive28i;Sport utility vehicle: Small;AS8;Z;207;6;7
2022;BMW;X2 M35i;Sport utility vehicle: Small;AS8;Z;207;6;3
2022;BMW;X3 xDrive30i;Sport utility vehicle: Small;AS8;Z;230;5;7
2022;BMW;X3 M;Sport utility vehicle: Small;AS8;Z;323;3;3
2022;BMW;X3 M Competition;Sport utility vehicle: Small;AS8;Z;323;3;3
2022;BMW;X3 M40i;Sport utility vehicle: Small;AS8;Z;241;5;5
2022;BMW;X4 xDrive30i;Sport utility vehicle: Small;AS8;Z;230;5;7
2022;BMW;X4 M;Sport utility vehicle: Small;AS8;Z;323;3;3
2022;BMW;X4 M Competition;Sport utility vehicle: Small;AS8;Z;323;3;3
2022;BMW;X4 M40i;Sport utility vehicle: Small;AS8;Z;241;5;5
2022;BMW;X5 xDrive40i;Sport utility vehicle: Standard;AS8;Z;241;5;3
2022;BMW;X5 M;Sport utility vehicle: Standard;AS8;Z;364;2;3
2022;BMW;X5 M Competition;Sport utility vehicle: Standard;AS8;Z;364;2;3
2022;BMW;X5 M50i;Sport utility vehicle: Standard;AS8;Z;302;3;3
2022;BMW;X6 xDrive40i;Sport utility vehicle: Standard;AS8;Z;241;5;3
2022;BMW;X6 M;Sport utility vehicle: Standard;AS8;Z;364;2;3
2022;BMW;X6 M Competition;Sport utility vehicle: Standard;AS8;Z;364;2;3
2022;BMW;X6 M50i;Sport utility vehicle: Standard;AS8;Z;302;3;3
2022;BMW;X7 xDrive40i;Sport utility vehicle: Standard;AS8;Z;256;5;3
2022;BMW;X7 M50i;Sport utility vehicle: Standard;AS8;Z;321;3;3
2022;BMW;Z4 sDrive30i;Two-seater;AS8;Z;199;6;7
2022;BMW;Z4 M40i;Two-seater;AS8;Z;223;5;5
2022;Bugatti;Chiron;Two-seater;AM7;Z;522;1;1
2022;Bugatti;Chiron Pur Sport;Two-seater;AM7;Z;608;1;1
2022;Bugatti;Chiron Super Sport;Two-seater;AM7;Z;608;1;1
2022;Buick;Enclave;Sport utility vehicle: Standard;A9;X;263;4;6
2022;Buick;Enclave AWD;Sport utility vehicle: Standard;A9;X;277;4;6
2022;Buick;Encore;Sport utility vehicle: Small;AS6;X;201;6;7
2022;Buick;Encore AWD;Sport utility vehicle: Small;AS6;X;214;5;7
2022;Buick;Encore GX;Sport utility vehicle: Small;AV;X;184;6;7
2022;Buick;Encore GX;Sport utility vehicle: Small;AV;X;185;6;7
2022;Buick;Encore GX AWD;Sport utility vehicle: Small;A9;X;202;6;7
2022;Buick;Envision;Sport utility vehicle: Small;AS9;X;209;5;7
2022;Buick;Envision AWD;Sport utility vehicle: Small;AS9;X;220;5;7
2022;Cadillac;CT4;Compact;AS8;Z;206;6;7
2022;Cadillac;CT4;Compact;AS10;Z;221;5;6
2022;Cadillac;CT4 AWD;Compact;AS8;Z;216;5;7
2022;Cadillac;CT4 AWD;Compact;AS10;Z;233;5;6
2022;Cadillac;CT4-V;Compact;AS10;Z;239;5;6
2022;Cadillac;CT4-V AWD;Compact;AS10;Z;244;5;6
2022;Cadillac;CT4-V Blackwing;Compact;AS10;Z;297;4;5
2022;Cadillac;CT4-V Blackwing;Compact;M6;Z;303;3;5
2022;Cadillac;CT5;Mid-size;AS10;Z;207;6;7
2022;Cadillac;CT5;Mid-size;AS10;Z;252;5;5
2022;Cadillac;CT5 AWD;Mid-size;AS10;Z;222;5;7
2022;Cadillac;CT5 AWD;Mid-size;AS10;Z;260;4;5
2022;Cadillac;CT5-V;Mid-size;AS10;Z;258;4;5
2022;Cadillac;CT5-V AWD;Mid-size;AS10;Z;260;4;5
2022;Cadillac;CT5-V Blackwing;Mid-size;AS10;Z;346;3;3
2022;Cadillac;CT5-V Blackwing;Mid-size;M6;Z;356;3;3
2022;Cadillac;Escalade 4WD;Sport utility vehicle: Standard;A10;D;281;4;3
2022;Cadillac;Escalade 4WD;Sport utility vehicle: Standard;A10;Z;345;3;6
2022;Cadillac;Escalade 4WD (No Stop-Start);Sport utility vehicle: Standard;A10;Z;353;3;6
2022;Cadillac;XT4;Sport utility vehicle: Small;AS9;Z;211;5;7
2022;Cadillac;XT4 AWD;Sport utility vehicle: Small;AS9;Z;225;5;7
2022;Cadillac;XT5;Sport utility vehicle: Small;AS9;Z;225;5;7
2022;Cadillac;XT5 AWD;Sport utility vehicle: Small;AS9;Z;237;5;7
2022;Cadillac;XT5 AWD;Sport utility vehicle: Small;AS9;X;263;4;6
2022;Cadillac;XT6 AWD;Sport utility vehicle: Small;AS9;Z;239;5;7
2022;Cadillac;XT6 AWD;Sport utility vehicle: Small;AS9;X;269;4;6
2022;Chevrolet;Blazer;Sport utility vehicle: Small;A9;X;221;5;7
2022;Chevrolet;Blazer;Sport utility vehicle: Small;A9;X;252;5;6
2022;Chevrolet;Blazer AWD;Sport utility vehicle: Small;A9;X;232;5;7
2022;Chevrolet;Blazer AWD;Sport utility vehicle: Small;A9;X;259;4;6
2022;Chevrolet;Camaro;Subcompact;AS8;Z;222;5;5
2022;Chevrolet;Camaro;Subcompact;M6;Z;239;5;5
2022;Chevrolet;Camaro;Subcompact;AS10;X;251;5;6
2022;Chevrolet;Camaro;Subcompact;M6;X;281;4;6
2022;Chevrolet;Camaro SS;Subcompact;AS10;Z;281;4;1
2022;Chevrolet;Camaro SS;Subcompact;M6;Z;296;4;1
2022;Chevrolet;Camaro ZL1;Subcompact;AS10;Z;355;3;1
2022;Chevrolet;Camaro ZL1;Subcompact;M6;Z;349;3;1
2022;Chevrolet;Colorado;Pickup truck: Small;A6;X;257;5;6
2022;Chevrolet;Colorado;Pickup truck: Small;A6;D;270;4;3
2022;Chevrolet;Colorado;Pickup truck: Small;A8;X;263;4;6
2022;Chevrolet;Colorado 4WD;Pickup truck: Small;A6;X;267;4;6
2022;Chevrolet;Colorado 4WD;Pickup truck: Small;A6;D;283;4;3
2022;Chevrolet;Colorado 4WD;Pickup truck: Small;A8;X;283;4;6
2022;Chevrolet;Colorado ZR2 4WD;Pickup truck: Small;A6;D;326;3;3
2022;Chevrolet;Colorado ZR2 4WD;Pickup truck: Small;A8;X;329;3;6
2022;Chevrolet;Corvette;Two-seater;AS8;Z;297;4;5
2022;Chevrolet;Equinox;Sport utility vehicle: Small;A6;X;198;6;7
2022;Chevrolet;Equinox AWD;Sport utility vehicle: Small;A6;X;208;6;7
2022;Chevrolet;Malibu;Mid-size;AV;X;175;7;7
2022;Chevrolet;Malibu;Mid-size;A9;Z;213;5;5
2022;Chevrolet;Silverado;Pickup truck: Standard;A8;X;274;4;6
2022;Chevrolet;Silverado;Pickup truck: Standard;A10;D;240;5;3
2022;Chevrolet;Silverado FFV;Pickup truck: Standard;A6;X;341;3;3
2022;Chevrolet;Silverado FFV;Pickup truck: Standard;A6;E;321;3;3
2022;Chevrolet;Silverado;Pickup truck: Standard;A8;X;314;3;6
2022;Chevrolet;Silverado;Pickup truck: Standard;A10;X;304;3;6
2022;Chevrolet;Silverado 4WD;Pickup truck: Standard;A8;X;306;3;6
2022;Chevrolet;Silverado 4WD Mud Terrain Tire;Pickup truck: Standard;A8;X;328;3;6
2022;Chevrolet;Silverado 4WD;Pickup truck: Standard;A10;D;272;4;3
2022;Chevrolet;Silverado 4WD (With Sport Mode);Pickup truck: Standard;A10;D;265;4;3
2022;Chevrolet;Silverado 4WD Mud Terrain Tire;Pickup truck: Standard;A10;D;298;4;3
2022;Chevrolet;Silverado 4WD FFV;Pickup truck: Standard;A6;X;347;3;3
2022;Chevrolet;Silverado 4WD FFV;Pickup truck: Standard;A6;E;326;3;3
2022;Chevrolet;Silverado 4WD Mud Terrain Tire FFV;Pickup truck: Standard;A6;X;380;2;3
2022;Chevrolet;Silverado 4WD Mud Terrain Tire FFV;Pickup truck: Standard;A6;E;358;2;3
2022;Chevrolet;Silverado 4WD;Pickup truck: Standard;A8;X;327;3;6
2022;Chevrolet;Silverado 4WD Mud Terrain Tire;Pickup truck: Standard;A8;X;359;2;6
2022;Chevrolet;Silverado 4WD;Pickup truck: Standard;A10;X;314;3;6
2022;Chevrolet;Silverado 4WD (No DFM);Pickup truck: Standard;A10;X;347;3;6
2022;Chevrolet;Silverado 4WD (With Sport Mode);Pickup truck: Standard;A10;X;327;3;6
2022;Chevrolet;Silverado 4WD (No Stop-Start);Pickup truck: Standard;A10;X;339;3;6
2022;Chevrolet;Silverado 4WD Mud Terrain Tire;Pickup truck: Standard;A10;X;361;2;6
2022;Chevrolet;Silverado 4WD Mud Terrain Tire (No Stop-Start);Pickup truck: Standard;A10;X;364;2;6
2022;Chevrolet;Silverado 4WD Mud Terrain Tire (No DFM);Pickup truck: Standard;A10;X;381;2;6
2022;Chevrolet;Silverado 4WD;Pickup truck: Standard;A10;Z;329;3;6
2022;Chevrolet;Silverado 4WD (No Stop-Start);Pickup truck: Standard;A10;Z;345;3;6
2022;Chevrolet;Silverado 4WD Custom Trail Boss;Pickup truck: Standard;A10;Z;352;3;6
2022;Chevrolet;Silverado 4WD Mud Terrain Tire;Pickup truck: Standard;A10;Z;352;3;6
2022;Chevrolet;Silverado 4WD Mud Terrain Tire (No Stop-Start);Pickup truck: Standard;A10;Z;385;2;6
2022;Chevrolet;Silverado 4WD ZR2;Pickup truck: Standard;A10;Z;366;2;6
2022;Chevrolet;Spark;Subcompact;AV;X;165;7;5
2022;Chevrolet;Spark;Subcompact;M5;X;170;7;5
2022;Chevrolet;Suburban;Sport utility vehicle: Standard;A10;D;272;4;3
2022;Chevrolet;Suburban;Sport utility vehicle: Standard;A10;X;327;3;6
2022;Chevrolet;Suburban (No Stop-Start);Sport utility vehicle: Standard;A10;X;332;3;6
2022;Chevrolet;Suburban 4WD;Sport utility vehicle: Standard;A10;D;281;4;3
2022;Chevrolet;Suburban 4WD;Sport utility vehicle: Standard;A10;X;336;3;6
2022;Chevrolet;Suburban 4WD (No Stop-Start);Sport utility vehicle: Standard;A10;X;354;3;6
2022;Chevrolet;Suburban 4WD;Sport utility vehicle: Standard;A10;Z;345;3;6
2022;Chevrolet;Suburban 4WD (No Stop-Start);Sport utility vehicle: Standard;A10;Z;353;3;6
2022;Chevrolet;Tahoe;Sport utility vehicle: Standard;A10;D;263;4;3
2022;Chevrolet;Tahoe;Sport utility vehicle: Standard;A10;X;327;3;6
2022;Chevrolet;Tahoe (No Stop-Start);Sport utility vehicle: Standard;A10;X;332;3;6
2022;Chevrolet;Tahoe 4WD;Sport utility vehicle: Standard;A10;D;281;4;3
2022;Chevrolet;Tahoe 4WD;Sport utility vehicle: Standard;A10;X;327;3;6
2022;Chevrolet;Tahoe 4WD (No Stop-Start);Sport utility vehicle: Standard;A10;X;354;3;6
2022;Chevrolet;Tahoe 4WD;Sport utility vehicle: Standard;A10;Z;345;3;6
2022;Chevrolet;Tahoe 4WD (No Stop-Start);Sport utility vehicle: Standard;A10;Z;353;3;6
2022;Chevrolet;Trailblazer;Sport utility vehicle: Small;AV;X;184;6;7
2022;Chevrolet;Trailblazer;Sport utility vehicle: Small;AV;X;178;7;7
2022;Chevrolet;Trailblazer AWD;Sport utility vehicle: Small;A9;X;197;6;7
2022;Chevrolet;Traverse;Sport utility vehicle: Standard;A9;X;260;4;6
2022;Chevrolet;Traverse AWD;Sport utility vehicle: Standard;A9;X;277;4;6
2022;Chevrolet;Trax;Sport utility vehicle: Small;AS6;X;201;6;7
2022;Chevrolet;Trax AWD;Sport utility vehicle: Small;AS6;X;214;5;7
2022;Chrysler;300;Full-size;A8;X;242;5;5
2022;Chrysler;300;Full-size;A8;X;289;4;3
2022;Chrysler;300 AWD;Full-size;A8;X;258;4;5
2022;Chrysler;Grand Caravan;Minivan;A9;X;249;5;5
2022;Chrysler;Pacifica;Minivan;A9;X;249;5;5
2022;Chrysler;Pacifica AWD;Minivan;A9;X;279;4;5
2022;Dodge;Challenger;Mid-size;A8;X;242;5;5
2022;Dodge;Challenger (MDS);Mid-size;A8;X;289;4;3
2022;Dodge;Challenger;Mid-size;M6;Z;307;3;1
2022;Dodge;Challenger (MDS);Mid-size;A8;Z;305;3;1
2022;Dodge;Challenger;Mid-size;M6;Z;325;3;1
2022;Dodge;Challenger AWD;Mid-size;A8;X;258;4;5
2022;Dodge;Challenger Widebody (MDS);Mid-size;A8;Z;305;3;1
2022;Dodge;Challenger Widebody;Mid-size;M6;Z;325;3;1
2022;Dodge;Challenger SRT Hellcat;Mid-size;A8;Z;339;3;1
2022;Dodge;Challenger SRT Hellcat;Mid-size;M6;Z;352;3;1
2022;Dodge;Challenger SRT Hellcat Widebody;Mid-size;A8;Z;359;2;1
2022;Dodge;Challenger SRT Hellcat Widebody;Mid-size;M6;Z;352;3;1
2022;Dodge;Charger;Full-size;A8;X;242;5;5
2022;Dodge;Charger (MDS);Full-size;A8;X;289;4;3
2022;Dodge;Charger (MDS);Full-size;A8;Z;305;3;1
2022;Dodge;Charger AWD;Full-size;A8;X;258;4;5
2022;Dodge;Charger Widebody (MDS);Full-size;A8;Z;305;3;1
2022;Dodge;Charger SRT Hellcat Widebody;Full-size;A8;Z;368;2;1
2022;Dodge;Durango AWD;Sport utility vehicle: Standard;A8;X;265;4;7
2022;Dodge;Durango AWD;Sport utility vehicle: Standard;A8;X;331;3;5
2022;Dodge;Durango AWD SRT;Sport utility vehicle: Standard;A8;Z;363;2;1
2022;FIAT;500X AWD;Sport utility vehicle: Small;A9;X;221;5;6
2022;Ford;Bronco 4WD;Sport utility vehicle: Small;AS10;X;275;4;5
2022;Ford;Bronco 4WD;Sport utility vehicle: Small;M7;X;277;4;5
2022;Ford;Bronco 4WD;Sport utility vehicle: Small;AS10;X;291;4;6
2022;Ford;Bronco Badlands 4WD;Sport utility vehicle: Small;AS10;X;323;3;5
2022;Ford;Bronco Badlands 4WD;Sport utility vehicle: Small;M7;X;336;3;5
2022;Ford;Bronco Badlands 4WD;Sport utility vehicle: Small;AS10;X;331;3;6
2022;Ford;Bronco Black Diamond 4WD;Sport utility vehicle: Small;AS10;X;308;3;5
2022;Ford;Bronco Black Diamond 4WD;Sport utility vehicle: Small;M7;X;310;3;5
2022;Ford;Bronco Raptor 4WD;Sport utility vehicle: Standard;AS10;X;358;2;6
2022;Ford;Bronco Sasquatch 4WD;Sport utility vehicle: Small;AS10;X;314;3;5
2022;Ford;Bronco Sasquatch 4WD;Sport utility vehicle: Small;M7;X;317;3;5
2022;Ford;Bronco Sasquatch 4WD;Sport utility vehicle: Small;AS10;X;331;3;6
2022;Ford;Bronco Sport 4WD;Sport utility vehicle: Small;A8;X;209;5;7
2022;Ford;Bronco Sport 4WD;Sport utility vehicle: Small;AS8;X;240;5;5
2022;Ford;EcoSport AWD;Sport utility vehicle: Small;AS6;X;219;5;5
2022;Ford;Edge AWD;Sport utility vehicle: Small;A8;X;238;5;6
2022;Ford;Edge AWD;Sport utility vehicle: Small;AS8;X;239;5;6
2022;Ford;Edge AWD;Sport utility vehicle: Small;AS8;X;262;4;5
2022;Ford;Escape;Sport utility vehicle: Small;A8;X;182;6;7
2022;Ford;Escape AWD;Sport utility vehicle: Small;A8;X;198;6;7
2022;Ford;Escape AWD;Sport utility vehicle: Small;A8;X;216;5;5
2022;Ford;Escape Hybrid;Sport utility vehicle: Small;AV;X;136;8;7
2022;Ford;Escape Hybrid AWD;Sport utility vehicle: Small;AV;X;139;8;7
2022;Ford;Expedition 4X4;Sport utility vehicle: Standard;AS10;X;304;3;6
2022;Ford;Expedition 4X4 (Without Stop-Start);Sport utility vehicle: Standard;AS10;X;317;3;6
2022;Ford;Expedition Timberline 4X4;Sport utility vehicle: Standard;AS10;X;317;3;6
2022;Ford;Expedition Timberline 4X4 (Without Stop-Start);Sport utility vehicle: Standard;AS10;X;326;3;6
2022;Ford;Explorer AWD;Sport utility vehicle: Standard;A10;X;242;5;6
2022;Ford;Explorer AWD (Without Stop-Start);Sport utility vehicle: Standard;A10;X;252;5;6
2022;Ford;Explorer Timberline AWD;Sport utility vehicle: Standard;AS10;X;269;4;6
2022;Ford;Explorer Timberline AWD (Without Stop-Start);Sport utility vehicle: Standard;AS10;X;277;4;6
2022;Ford;Explorer AWD;Sport utility vehicle: Standard;A10;X;277;4;5
2022;Ford;Explorer AWD;Sport utility vehicle: Standard;AS10;X;277;4;5
2022;Ford;Explorer Hybrid AWD;Sport utility vehicle: Standard;AS10;X;225;5;6
2022;Ford;F-150;Pickup truck: Standard;AS10;X;256;5;6
2022;Ford;F-150 (Without Stop-Start);Pickup truck: Standard;AS10;X;282;4;6
2022;Ford;F-150 FFV;Pickup truck: Standard;AS10;X;260;4;6
2022;Ford;F-150 FFV;Pickup truck: Standard;AS10;E;249;5;6
2022;Ford;F-150;Pickup truck: Standard;AS10;X;275;4;6
2022;Ford;F-150 (Without Stop-Start);Pickup truck: Standard;AS10;X;281;4;6
2022;Ford;F-150 FFV;Pickup truck: Standard;AS10;X;300;3;5
2022;Ford;F-150 FFV;Pickup truck: Standard;AS10;E;298;4;5
2022;Ford;F-150 FFV (Without Stop-Start);Pickup truck: Standard;AS10;X;302;3;5
2022;Ford;F-150 FFV (Without Stop-Start);Pickup truck: Standard;AS10;E;289;4;5
2022;Ford;F-150 4X4;Pickup truck: Standard;AS10;X;274;4;6
2022;Ford;F-150 4X4 FFV;Pickup truck: Standard;AS10;X;277;4;6
2022;Ford;F-150 4X4 FFV;Pickup truck: Standard;AS10;E;256;5;6
2022;Ford;F-150 4X4;Pickup truck: Standard;AS10;X;284;4;6
2022;Ford;F-150 4X4 (Without Stop-Start);Pickup truck: Standard;AS10;X;304;3;6
2022;Ford;F-150 4X4 FFV;Pickup truck: Standard;AS10;X;304;3;5
2022;Ford;F-150 4X4 FFV;Pickup truck: Standard;AS10;E;301;3;5
2022;Ford;F-150 4X4 FFV (Without Stop-Start);Pickup truck: Standard;AS10;X;308;3;5
2022;Ford;F-150 4X4 FFV (Without Stop-Start);Pickup truck: Standard;AS10;E;295;4;5
2022;Ford;F-150 Raptor 4X4;Pickup truck: Standard;AS10;X;344;3;6
2022;Ford;F-150 Raptor 4X4 (Without Stop-Start);Pickup truck: Standard;AS10;X;357;2;6
2022;Ford;F-150 Raptor 37 4X4;Pickup truck: Standard;AS10;X;359;2;6
2022;Ford;F-150 Raptor 37 4X4 (Without Stop-Start);Pickup truck: Standard;AS10;X;370;2;6
2022;Ford;F-150 Tremor 4X4;Pickup truck: Standard;AS10;X;310;3;6
2022;Ford;F-150 Tremor 4X4 (Without Stop-Start);Pickup truck: Standard;AS10;X;313;3;6
2022;Ford;F-150 Hybrid;Pickup truck: Standard;AS10;X;228;5;6
2022;Ford;F-150 Hybrid 4X4;Pickup truck: Standard;AS10;X;238;5;6
2022;Ford;GT;Two-seater;AM7;Z;395;2;3
2022;Ford;Maverick AWD;Pickup truck: Small;A8;X;226;5;5
