Model year;Make;Model;Vehicle class;Transmission;Fuel type;CO2 emissions (g/km);CO2 rating;Smog rating
2024;Rivian;"R1T Quad Large (21"" Wheels)";Pickup truck: Standard;A1;B;0;10;10
2024;Rivian;"R1T Quad Large (22"" Wheels)";Pickup truck: Standard;A1;B;0;10;10
2024;Rolls-Royce;"Spectre (22"" Wheels)";Compact;A1;B;0;10;10
2024;Rolls-Royce;"Spectre (23"" Wheels)";Compact;A1;B;0;10;10
2024;Rolls-Royce;"Black Badge Spectre (22"" Wheels)";Compact;A1;B;0;10;10
2024;Rolls-Royce;"Black Badge Spectre (23"" Wheels)";Compact;A1;B;0;10;10
2024;Subaru;Solterra AWD;Sport utility vehicle: Small;A1;B;0;10;10
2024;Tesla;Model 3 RWD;Mid-size;A1;B;0;10;10
2024;Tesla;Model 3 RWD (Import);Mid-size;A1;B;0;10;10
2024;Tesla;Model 3 Long Range AWD;Mid-size;A1;B;0;10;10
2024;Tesla;Model 3 Long Range AWD (Import);Mid-size;A1;B;0;10;10
2024;Tesla;Model S;Full-size;A1;B;0;10;10
2024;Tesla;"Model S Plaid (19"" Wheels)";Full-size;A1;B;0;10;10
2024;Tesla;"Model S Plaid (21"" Wheels)";Full-size;A1;B;0;10;10
2024;Tesla;Model X;Sport utility vehicle: Standard;A1;B;0;10;10
2024;Tesla;"Model X Plaid (20"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2024;Tesla;"Model X Plaid (22"" Wheels)";Sport utility vehicle: Standard;A1;B;0;10;10
2024;Tesla;Model Y RWD;Sport utility vehicle: Small;A1;B;0;10;10
2024;Tesla;Model Y Long Range AWD;Sport utility vehicle: Small;A1;B;0;10;10
2024;Tesla;Model Y Performance;Sport utility vehicle: Small;A1;B;0;10;10
2024;Toyota;bZ4X;Sport utility vehicle: Small;A1;B;0;10;10
2024;Toyota;bZ4X AWD;Sport utility vehicle: Small;A1;B;0;10;10
2024;VinFast;VF8 ECO;Sport utility vehicle: Small;A1;B;0;10;10
2024;VinFast;VF8 PLUS;Sport utility vehicle: Small;A1;B;0;10;10
2024;VinFast;VF8 PLUS Performance;Sport utility vehicle: Small;A1;B;0;10;10
2024;VinFast;VF9 ECO;Sport utility vehicle: Standard;A1;B;0;10;10
2024;VinFast;VF9 PLUS;Sport utility vehicle: Standard;A1;B;0;10;10
2024;Volkswagen;ID.4;Sport utility vehicle: Small;A1;B;0;10;10
2024;Volkswagen;ID.4 S;Sport utility vehicle: Small;A1;B;0;10;10
2024;Volkswagen;ID.4 Pro;Sport utility vehicle: Small;A1;B;0;10;10
2024;Volkswagen;ID.4 Pro S;Sport utility vehicle: Small;A1;B;0;10;10
2024;Volkswagen;ID.4 AWD Pro;Sport utility vehicle: Small;A1;B;0;10;10
2024;Volkswagen;ID.4 AWD Pro S;Sport utility vehicle: Small;A1;B;0;10;10
2024;Volvo;C40 Recharge;Sport utility vehicle: Small;A1;B;0;10;10
2024;Volvo;C40 Recharge Twin;Sport utility vehicle: Small;A1;B;0;10;10
2024;Volvo;XC40 Recharge;Sport utility vehicle: Small;A1;B;0;10;10
2024;Volvo;XC40 Recharge Twin;Sport utility vehicle: Small;A1;B;0;10;10
